epoch;val_ids;proposal_size
2499;ctslice2855_3;[60606,417,3090,1423,0]
2500;ctslice5035_3;[62176,2100,426,834,0]
2501;ctslice2844_1;[61163,1130,2006,1237,0]
2502;ctslice373_2;[65536,0,0,0,0]
2503;ctslice4563_1;[65536,0,0,0,0]
2504;ctslice1934_1;[58727,2941,752,2438,678]
2505;ctslice2272_2;[57806,1090,5721,0,919]
2506;ctslice4264_1;[63551,266,46,0,1673]
2507;ctslice7660_1;[65536,0,0,0,0]
2508;ctslice3558_3;[53419,3587,1420,3701,3409]
2509;ctslice1928_3;[59502,1494,1772,686,2082]
2510;ctslice3819_3;[51752,2326,7100,4345,13]
2511;ctslice3198_1;[65536,0,0,0,0]
2512;ctslice3701_1;[65536,0,0,0,0]
2513;ctslice1960_3;[65536,0,0,0,0]
2514;ctslice1132_1;[51898,3719,5270,2530,2119]
2515;ctslice4201_1;[65536,0,0,0,0]
2516;ctslice5226_3;[58447,611,3349,2826,303]
2517;ctslice1403_2;[65536,0,0,0,0]
2518;ctslice8331_3;[61868,0,770,0,2898]
2519;ctslice6710_1;[57616,3206,1509,1508,1697]
2520;ctslice1100_2;[65536,0,0,0,0]
2521;ctslice572_3;[65536,0,0,0,0]
2522;ctslice4114_3;[65487,0,0,0,49]
2523;ctslice7214_1;[64347,0,0,0,1189]
2524;ctslice7800_3;[65536,0,0,0,0]
2525;ctslice1761_2;[65536,0,0,0,0]
2526;ctslice5853_2;[56137,2882,1156,2676,2685]
2527;ctslice5082_3;[57442,1961,3468,2665,0]
2528;ctslice6802_1;[65211,285,0,40,0]
2529;ctslice1742_1;[65536,0,0,0,0]
2530;ctslice4774_3;[54077,3974,1722,3431,2332]
2531;ctslice5550_3;[65536,0,0,0,0]
2532;ctslice4127_3;[65536,0,0,0,0]
2533;ctslice4979_1;[65536,0,0,0,0]
2534;ctslice3320_3;[65536,0,0,0,0]
2535;ctslice3643_2;[60235,2159,405,1664,1073]
2536;ctslice4423_1;[65536,0,0,0,0]
2537;ctslice5124_3;[59868,139,4732,797,0]
2538;ctslice3704_3;[65536,0,0,0,0]
2539;ctslice5468_3;[65525,0,0,0,11]
2540;ctslice4645_3;[50516,2659,1792,5267,5302]
2541;ctslice1289_1;[65536,0,0,0,0]
2542;ctslice7386_2;[52316,3306,6111,1975,1828]
2543;ctslice7530_3;[63688,0,1848,0,0]
2544;ctslice4731_2;[65536,0,0,0,0]
2545;ctslice1497_2;[65536,0,0,0,0]
2546;ctslice6338_1;[59634,982,475,4445,0]
2547;ctslice1497_1;[65536,0,0,0,0]
2548;ctslice1196_1;[65536,0,0,0,0]
2549;ctslice6602_3;[65536,0,0,0,0]
2550;ctslice6365_1;[65536,0,0,0,0]
2551;ctslice2542_2;[65536,0,0,0,0]
2552;ctslice4966_1;[65536,0,0,0,0]
2553;ctslice6293_3;[65521,0,15,0,0]
2554;ctslice3716_1;[65536,0,0,0,0]
2555;ctslice8310_1;[63421,23,2092,0,0]
2556;ctslice2482_3;[65536,0,0,0,0]
2557;ctslice4421_1;[65536,0,0,0,0]
2558;ctslice1727_3;[65536,0,0,0,0]
2559;ctslice6513_3;[64480,0,779,277,0]
2560;ctslice5409_2;[65097,0,78,0,361]
2561;ctslice6312_3;[65536,0,0,0,0]
2562;ctslice3786_2;[65536,0,0,0,0]
2563;ctslice2118_1;[65536,0,0,0,0]
2564;ctslice6713_3;[65536,0,0,0,0]
2565;ctslice7770_1;[65536,0,0,0,0]
2566;ctslice5197_1;[60387,476,1237,2,3434]
2567;ctslice4580_1;[65351,0,185,0,0]
2568;ctslice1938_3;[65536,0,0,0,0]
2569;ctslice1447_3;[58712,2416,2655,1721,32]
2570;ctslice1024_2;[62479,6,575,227,2249]
2571;ctslice1752_1;[65536,0,0,0,0]
2572;ctslice3236_2;[61934,1402,1959,209,32]
2573;ctslice6894_1;[52885,3380,2048,3627,3596]
2574;ctslice5434_2;[52984,4281,1006,5282,1983]
2575;ctslice7936_1;[65536,0,0,0,0]
2576;ctslice5598_2;[58105,812,3199,3402,18]
2577;ctslice846_3;[65536,0,0,0,0]
2578;ctslice56_3;[65536,0,0,0,0]
2579;ctslice3776_1;[65406,130,0,0,0]
2580;ctslice6745_2;[59347,1244,2807,2138,0]
2581;ctslice3706_3;[53945,3421,5593,1502,1075]
2582;ctslice1_1;[60707,315,1410,2910,194]
2583;ctslice2497_2;[55323,2117,2519,5028,549]
2584;ctslice6401_3;[65536,0,0,0,0]
2585;ctslice8353_2;[65536,0,0,0,0]
2586;ctslice5463_3;[65536,0,0,0,0]
2587;ctslice2832_1;[65536,0,0,0,0]
2588;ctslice7019_1;[65524,0,12,0,0]
2589;ctslice7986_1;[65536,0,0,0,0]
2590;ctslice6467_3;[62895,665,1888,88,0]
2591;ctslice1682_3;[60522,145,2789,2080,0]
2592;ctslice4886_2;[59487,2261,1336,1901,551]
2593;ctslice8378_2;[65536,0,0,0,0]
2594;ctslice2339_3;[65326,0,210,0,0]
2595;ctslice7456_1;[59673,2160,1254,2186,263]
2596;ctslice77_2;[65536,0,0,0,0]
2597;ctslice7819_3;[65536,0,0,0,0]
2598;ctslice4095_3;[65536,0,0,0,0]
2599;ctslice2095_3;[65502,0,0,0,34]
2600;ctslice6055_1;[63252,764,204,896,420]
2601;ctslice3011_1;[65432,104,0,0,0]
2602;ctslice1636_2;[61470,42,1922,0,2102]
2603;ctslice3334_2;[64417,268,851,0,0]
2604;ctslice7315_3;[63422,632,371,1111,0]
2605;ctslice2525_1;[65536,0,0,0,0]
2606;ctslice6351_2;[62624,19,522,197,2174]
2607;ctslice1029_1;[65536,0,0,0,0]
2608;ctslice539_1;[64654,208,212,462,0]
2609;ctslice4735_2;[65536,0,0,0,0]
2610;ctslice835_1;[58141,2144,3244,1836,171]
2611;ctslice2716_3;[65536,0,0,0,0]
2612;ctslice4759_1;[65534,0,0,2,0]
2613;ctslice848_3;[65536,0,0,0,0]
2614;ctslice469_1;[52518,3022,3127,5076,1793]
2615;ctslice4874_2;[56973,1663,2150,2837,1913]
2616;ctslice7707_2;[65522,0,0,0,14]
2617;ctslice192_2;[60940,2518,201,353,1524]
2618;ctslice1914_2;[53145,3332,5137,2206,1716]
2619;ctslice5914_1;[65536,0,0,0,0]
2620;ctslice5127_3;[53387,3302,1880,2432,4535]
2621;ctslice4585_3;[65536,0,0,0,0]
2622;ctslice113_2;[65536,0,0,0,0]
2623;ctslice7684_1;[65536,0,0,0,0]
2624;ctslice7150_2;[62819,1019,447,1251,0]
2625;ctslice1239_3;[61507,14,3895,120,0]
2626;ctslice7601_3;[65225,26,0,285,0]
2627;ctslice3886_1;[57959,3006,1062,2172,1337]
2628;ctslice1254_2;[65536,0,0,0,0]
2629;ctslice3262_2;[65536,0,0,0,0]
2630;ctslice7478_1;[65536,0,0,0,0]
2631;ctslice351_1;[65536,0,0,0,0]
2632;ctslice3557_1;[60723,1014,1880,92,1827]
2633;ctslice5797_3;[65536,0,0,0,0]
2634;ctslice6431_1;[58646,4175,893,1649,173]
2635;ctslice547_1;[50236,3942,4053,4923,2382]
2636;ctslice5894_2;[65132,404,0,0,0]
2637;ctslice907_2;[65536,0,0,0,0]
2638;ctslice617_2;[62599,0,2604,333,0]
2639;ctslice5528_1;[62712,0,2824,0,0]
2640;ctslice1992_2;[61461,868,1145,2062,0]
2641;ctslice7420_3;[65536,0,0,0,0]
2642;ctslice5395_2;[65536,0,0,0,0]
2643;ctslice2299_1;[65536,0,0,0,0]
2644;ctslice8266_2;[65511,0,0,0,25]
2645;ctslice7054_1;[57942,2982,745,3786,81]
2646;ctslice1212_3;[52624,3814,6398,1296,1404]
2647;ctslice509_1;[64604,6,666,260,0]
2648;ctslice8061_2;[60369,798,2499,1870,0]
2649;ctslice1805_1;[65536,0,0,0,0]
2650;ctslice223_1;[65536,0,0,0,0]
2651;ctslice5103_3;[56762,4584,751,3386,53]
2652;ctslice8273_2;[52668,3783,1809,3103,4173]
2653;ctslice2264_3;[57894,834,3972,2109,727]
2654;ctslice2714_2;[65536,0,0,0,0]
2655;ctslice807_1;[59612,1454,1413,427,2630]
2656;ctslice661_1;[65536,0,0,0,0]
2657;ctslice7755_1;[50478,3428,2667,3938,5025]
2658;ctslice7787_2;[54431,4718,1046,3614,1727]
2659;ctslice5837_2;[62650,0,0,0,2886]
2660;ctslice190_1;[61268,1412,2180,676,0]
2661;ctslice7773_3;[64688,221,582,0,45]
2662;ctslice7363_3;[64265,0,0,0,1271]
2663;ctslice8339_2;[61477,1556,1131,1372,0]
2664;ctslice1867_1;[65536,0,0,0,0]
2665;ctslice2978_3;[65507,5,0,24,0]
2666;ctslice3947_3;[65468,0,0,0,68]
2667;ctslice7864_2;[65536,0,0,0,0]
2668;ctslice6309_3;[65536,0,0,0,0]
2669;ctslice4143_3;[65536,0,0,0,0]
2670;ctslice2005_1;[64234,0,1302,0,0]
2671;ctslice6255_1;[65536,0,0,0,0]
2672;ctslice55_1;[65536,0,0,0,0]
2673;ctslice3250_3;[65536,0,0,0,0]
2674;ctslice6638_1;[65536,0,0,0,0]
2675;ctslice841_1;[65536,0,0,0,0]
2676;ctslice97_3;[54041,3126,4767,2157,1445]
2677;ctslice5679_2;[59579,2663,725,2569,0]
2678;ctslice5941_3;[65536,0,0,0,0]
2679;ctslice7994_1;[65536,0,0,0,0]
2680;ctslice3666_2;[65536,0,0,0,0]
2681;ctslice5163_3;[65536,0,0,0,0]
2682;ctslice4548_3;[58618,3422,628,2868,0]
2683;ctslice5575_3;[62033,1367,673,1401,62]
2684;ctslice4005_2;[50491,2916,3133,5784,3212]
2685;ctslice8281_2;[61496,0,4040,0,0]
2686;ctslice4392_1;[65516,0,20,0,0]
2687;ctslice5677_3;[65239,0,0,0,297]
2688;ctslice7487_2;[61354,724,3330,128,0]
2689;ctslice4636_1;[60290,2248,875,2123,0]
2690;ctslice6953_2;[65536,0,0,0,0]
2691;ctslice7009_2;[59934,799,2679,2124,0]
2692;ctslice3346_2;[53175,3100,4599,3094,1568]
2693;ctslice4953_3;[65536,0,0,0,0]
2694;ctslice1080_1;[57779,853,6544,7,353]
2695;ctslice6812_1;[61114,1396,1805,1221,0]
2696;ctslice8224_1;[52244,4191,4108,3628,1365]
2697;ctslice3413_2;[65536,0,0,0,0]
2698;ctslice1353_3;[51785,3881,4102,3175,2593]
2699;ctslice8374_2;[65536,0,0,0,0]
2700;ctslice979_1;[65536,0,0,0,0]
2701;ctslice1420_1;[58872,2981,949,2734,0]
2702;ctslice1858_2;[65536,0,0,0,0]
2703;ctslice2426_3;[65536,0,0,0,0]
2704;ctslice4078_1;[54117,3374,4025,4020,0]
2705;ctslice2842_1;[57619,2048,2047,3822,0]
2706;ctslice5588_1;[65536,0,0,0,0]
2707;ctslice3767_3;[62992,26,2518,0,0]
2708;ctslice4497_1;[54169,3240,4924,2009,1194]
2709;ctslice930_1;[65536,0,0,0,0]
2710;ctslice5363_2;[65436,100,0,0,0]
2711;ctslice3187_2;[63803,1462,214,57,0]
2712;ctslice884_2;[60429,165,1753,0,3189]
2713;ctslice6803_3;[65417,119,0,0,0]
2714;ctslice6205_3;[61002,0,1752,0,2782]
2715;ctslice4212_3;[65536,0,0,0,0]
2716;ctslice3731_2;[65536,0,0,0,0]
2717;ctslice2281_2;[60189,1721,1789,1837,0]
2718;ctslice3771_2;[65536,0,0,0,0]
2719;ctslice68_1;[65536,0,0,0,0]
2720;ctslice5267_2;[65517,19,0,0,0]
2721;ctslice5718_1;[63112,373,1961,41,49]
2722;ctslice5471_1;[65175,0,0,0,361]
2723;ctslice4563_3;[65528,0,8,0,0]
2724;ctslice3450_2;[65536,0,0,0,0]
2725;ctslice5145_2;[60465,307,2064,0,2700]
2726;ctslice4166_2;[65536,0,0,0,0]
2727;ctslice7198_1;[65536,0,0,0,0]
2728;ctslice1184_3;[65536,0,0,0,0]
2729;ctslice8060_2;[51589,2876,7746,3325,0]
2730;ctslice6755_2;[65536,0,0,0,0]
2731;ctslice5128_2;[65536,0,0,0,0]
2732;ctslice5343_2;[65536,0,0,0,0]
2733;ctslice2024_3;[65536,0,0,0,0]
2734;ctslice5790_2;[62624,1951,305,656,0]
2735;ctslice4188_1;[56300,3146,665,3159,2266]
2736;ctslice1856_3;[48715,3259,5585,5430,2547]
2737;ctslice4929_1;[63807,0,100,0,1629]
2738;ctslice2620_1;[62024,79,654,0,2779]
2739;ctslice1838_2;[57501,1130,3968,2937,0]
2740;ctslice1266_2;[52043,3390,2329,4107,3667]
2741;ctslice6270_2;[65499,37,0,0,0]
2742;ctslice6196_3;[59549,146,5782,59,0]
2743;ctslice1476_2;[65536,0,0,0,0]
2744;ctslice215_3;[65536,0,0,0,0]
2745;ctslice6589_2;[65107,319,106,4,0]
2746;ctslice4092_2;[54145,3137,4766,2394,1094]
2747;ctslice6554_1;[64664,0,0,0,872]
2748;ctslice3267_2;[64787,115,396,238,0]
2749;ctslice1185_2;[65536,0,0,0,0]
2750;ctslice510_3;[65536,0,0,0,0]
2751;ctslice480_1;[51828,4661,3809,3684,1554]
2752;ctslice807_2;[59996,1438,925,355,2822]
2753;ctslice3125_3;[57856,2815,1625,2010,1230]
2754;ctslice4057_3;[56393,2587,3742,2773,41]
2755;ctslice7871_3;[65536,0,0,0,0]
2756;ctslice7514_2;[54960,3252,5055,1354,915]
2757;ctslice6359_1;[65536,0,0,0,0]
2758;ctslice30_1;[57600,2499,2640,2796,1]
2759;ctslice3760_3;[65536,0,0,0,0]
2760;ctslice3735_3;[64057,48,303,1,1127]
2761;ctslice6239_3;[65329,0,125,0,82]
2762;ctslice5304_2;[56792,1926,2864,3850,104]
2763;ctslice6848_1;[57804,0,7444,0,288]
2764;ctslice6948_3;[63661,776,270,829,0]
2765;ctslice6140_3;[64064,31,1441,0,0]
2766;ctslice3817_3;[64646,190,17,0,683]
2767;ctslice1350_1;[65536,0,0,0,0]
2768;ctslice1380_3;[65484,0,35,0,17]
2769;ctslice1471_3;[55511,2946,2051,5028,0]
2770;ctslice4013_1;[64530,0,0,1,1005]
2771;ctslice6332_2;[62690,871,1073,902,0]
2772;ctslice1042_2;[59096,2017,4020,403,0]
2773;ctslice4479_2;[65520,16,0,0,0]
2774;ctslice7689_2;[63781,0,691,0,1064]
2775;ctslice1471_1;[55736,3093,2016,4691,0]
2776;ctslice8392_2;[58725,1839,2760,2194,18]
2777;ctslice4567_3;[65536,0,0,0,0]
2778;ctslice3119_2;[65536,0,0,0,0]
2779;ctslice91_3;[62097,0,0,0,3439]
2780;ctslice1316_1;[65536,0,0,0,0]
2781;ctslice1616_1;[61034,237,4256,0,9]
2782;ctslice6031_2;[65536,0,0,0,0]
2783;ctslice2048_2;[63451,53,2032,0,0]
2784;ctslice5876_2;[65536,0,0,0,0]
2785;ctslice7082_3;[60834,495,2451,579,1177]
2786;ctslice1519_3;[55391,2585,5157,2276,127]
2787;ctslice8131_3;[65536,0,0,0,0]
2788;ctslice2293_1;[65536,0,0,0,0]
2789;ctslice848_1;[65536,0,0,0,0]
2790;ctslice3539_2;[65482,0,54,0,0]
2791;ctslice2204_3;[65536,0,0,0,0]
2792;ctslice3617_3;[64153,1238,46,99,0]
2793;ctslice3650_2;[65536,0,0,0,0]
2794;ctslice6407_1;[65226,19,291,0,0]
2795;ctslice3448_3;[63952,9,1575,0,0]
2796;ctslice3259_1;[55519,2171,3483,3935,428]
2797;ctslice2393_1;[65536,0,0,0,0]
2798;ctslice4095_2;[65536,0,0,0,0]
2799;ctslice2298_1;[65536,0,0,0,0]
2800;ctslice8127_1;[59692,1658,1898,2269,19]
2801;ctslice8279_2;[65521,0,15,0,0]
2802;ctslice3149_3;[65536,0,0,0,0]
2803;ctslice2850_3;[65385,151,0,0,0]
2804;ctslice3191_1;[65080,0,164,0,292]
2805;ctslice4986_3;[65536,0,0,0,0]
2806;ctslice5236_3;[60144,1747,699,2946,0]
2807;ctslice5748_2;[55776,3007,2665,2701,1387]
2808;ctslice3719_3;[65536,0,0,0,0]
2809;ctslice395_3;[52979,2557,2525,4295,3180]
2810;ctslice6267_1;[65536,0,0,0,0]
2811;ctslice2803_1;[58299,3979,538,2512,208]
2812;ctslice394_1;[57066,2732,2207,3531,0]
2813;ctslice7974_3;[59318,4607,341,1270,0]
2814;ctslice6611_3;[53945,3914,7275,206,196]
2815;ctslice476_3;[65536,0,0,0,0]
2816;ctslice5255_3;[65536,0,0,0,0]
2817;ctslice24_1;[65536,0,0,0,0]
2818;ctslice6741_1;[65536,0,0,0,0]
2819;ctslice7835_1;[65536,0,0,0,0]
2820;ctslice7807_1;[64792,683,18,43,0]
2821;ctslice3501_2;[54739,3037,2585,5175,0]
2822;ctslice5782_2;[65536,0,0,0,0]
2823;ctslice1670_2;[65536,0,0,0,0]
2824;ctslice377_1;[64480,0,0,0,1056]
2825;ctslice1585_3;[65430,25,74,7,0]
2826;ctslice3006_1;[65536,0,0,0,0]
2827;ctslice5675_1;[65529,6,1,0,0]
2828;ctslice5658_3;[56656,2246,3654,2980,0]
2829;ctslice5624_2;[57773,1261,3764,1209,1529]
2830;ctslice610_3;[57111,2669,1974,3782,0]
2831;ctslice4652_3;[64788,77,429,242,0]
2832;ctslice3072_1;[64329,0,1035,0,172]
2833;ctslice870_3;[53821,4859,884,5972,0]
2834;ctslice6564_2;[65536,0,0,0,0]
2835;ctslice4809_3;[60163,13,1531,0,3829]
2836;ctslice6457_3;[64984,0,0,0,552]
2837;ctslice2737_3;[65439,0,0,0,97]
2838;ctslice4416_1;[65536,0,0,0,0]
2839;ctslice5208_3;[65536,0,0,0,0]
2840;ctslice4903_2;[62655,6,0,0,2875]
2841;ctslice3727_1;[65536,0,0,0,0]
2842;ctslice1018_1;[59315,1811,2581,1596,233]
2843;ctslice1739_2;[65536,0,0,0,0]
2844;ctslice2137_2;[57756,1288,4151,2341,0]
2845;ctslice1595_3;[54136,3037,6012,1322,1029]
2846;ctslice775_2;[65536,0,0,0,0]
2847;ctslice1217_1;[63829,0,1707,0,0]
2848;ctslice6873_1;[65536,0,0,0,0]
2849;ctslice1466_2;[63432,947,588,569,0]
2850;ctslice7635_2;[65536,0,0,0,0]
2851;ctslice3949_1;[54610,2650,3220,4523,533]
2852;ctslice1146_2;[64702,599,202,0,33]
2853;ctslice7368_2;[65536,0,0,0,0]
2854;ctslice7068_3;[65511,25,0,0,0]
2855;ctslice4377_2;[65212,0,324,0,0]
2856;ctslice4196_1;[63639,60,1575,262,0]
2857;ctslice2004_2;[65536,0,0,0,0]
2858;ctslice3670_3;[65536,0,0,0,0]
2859;ctslice4124_2;[64619,376,541,0,0]
2860;ctslice1810_3;[65512,0,0,0,24]
2861;ctslice6319_3;[65536,0,0,0,0]
2862;ctslice5464_1;[65536,0,0,0,0]
2863;ctslice4289_3;[65536,0,0,0,0]
2864;ctslice8356_2;[65532,0,4,0,0]
2865;ctslice170_1;[60616,1243,2196,1481,0]
2866;ctslice3434_2;[65536,0,0,0,0]
2867;ctslice77_3;[65536,0,0,0,0]
2868;ctslice1987_2;[65536,0,0,0,0]
2869;ctslice4954_1;[58166,2572,1119,3630,49]
2870;ctslice1474_3;[60925,26,1444,674,2467]
2871;ctslice6931_1;[65536,0,0,0,0]
2872;ctslice7653_1;[55517,4933,591,4446,49]
2873;ctslice4949_2;[65536,0,0,0,0]
2874;ctslice3679_1;[60657,1048,3723,108,0]
2875;ctslice1250_1;[64912,0,0,0,624]
2876;ctslice3071_2;[65536,0,0,0,0]
2877;ctslice740_1;[51803,3636,2689,3611,3797]
2878;ctslice7086_3;[65536,0,0,0,0]
2879;ctslice5326_2;[59114,1471,3375,775,801]
2880;ctslice6679_2;[59631,997,3146,1762,0]
2881;ctslice3666_1;[65536,0,0,0,0]
2882;ctslice121_2;[65536,0,0,0,0]
2883;ctslice2008_2;[65536,0,0,0,0]
2884;ctslice5846_3;[65442,0,94,0,0]
2885;ctslice5864_3;[65536,0,0,0,0]
2886;ctslice4457_1;[62970,149,1697,720,0]
2887;ctslice6319_2;[65536,0,0,0,0]
2888;ctslice233_3;[55041,1245,7485,1177,588]
2889;ctslice3370_1;[65536,0,0,0,0]
2890;ctslice2820_3;[65330,197,2,7,0]
2891;ctslice1328_3;[65436,100,0,0,0]
2892;ctslice3711_3;[65536,0,0,0,0]
2893;ctslice5921_2;[58730,3212,1083,2511,0]
2894;ctslice7687_1;[65536,0,0,0,0]
2895;ctslice2508_2;[65536,0,0,0,0]
2896;ctslice3162_2;[52191,2852,5788,2190,2515]
2897;ctslice3047_2;[65536,0,0,0,0]
2898;ctslice3154_2;[65536,0,0,0,0]
2899;ctslice1256_1;[65536,0,0,0,0]
2900;ctslice1523_1;[63079,0,0,0,2457]
2901;ctslice1854_2;[62907,441,544,0,1644]
2902;ctslice890_3;[65536,0,0,0,0]
2903;ctslice2775_3;[65536,0,0,0,0]
2904;ctslice8088_3;[63465,0,2071,0,0]
2905;ctslice4492_3;[65536,0,0,0,0]
2906;ctslice1710_1;[58324,2232,726,3216,1038]
2907;ctslice270_1;[65459,77,0,0,0]
2908;ctslice6291_2;[65536,0,0,0,0]
2909;ctslice7984_2;[65536,0,0,0,0]
2910;ctslice8323_1;[65536,0,0,0,0]
2911;ctslice8159_1;[52754,4166,2358,2720,3538]
2912;ctslice3888_2;[59352,1969,1750,1295,1170]
2913;ctslice3734_2;[65536,0,0,0,0]
2914;ctslice3115_3;[56789,1506,4551,2410,280]
2915;ctslice7124_1;[65536,0,0,0,0]
2916;ctslice5767_1;[60161,1320,1543,2512,0]
2917;ctslice7446_2;[65536,0,0,0,0]
2918;ctslice288_1;[65536,0,0,0,0]
2919;ctslice6377_2;[65429,107,0,0,0]
2920;ctslice3609_3;[65536,0,0,0,0]
2921;ctslice3867_1;[65536,0,0,0,0]
2922;ctslice4004_3;[62850,0,9,0,2677]
2923;ctslice5713_3;[59306,254,2725,2580,671]
2924;ctslice5094_2;[54322,3402,5003,1882,927]
2925;ctslice6157_2;[65536,0,0,0,0]
2926;ctslice8090_3;[65536,0,0,0,0]
2927;ctslice7815_1;[65536,0,0,0,0]
2928;ctslice5710_3;[65536,0,0,0,0]
2929;ctslice6762_2;[58676,919,5404,537,0]
2930;ctslice6797_3;[50652,3323,6324,2093,3144]
2931;ctslice2806_1;[53322,3595,1421,2688,4510]
2932;ctslice1063_2;[64503,0,0,0,1033]
2933;ctslice7002_2;[65536,0,0,0,0]
2934;ctslice2214_3;[65536,0,0,0,0]
2935;ctslice2625_3;[65050,0,486,0,0]
2936;ctslice1365_2;[61628,1478,549,325,1556]
2937;ctslice7906_2;[52466,3579,1586,3393,4512]
2938;ctslice8342_2;[60682,1493,2374,987,0]
2939;ctslice6682_3;[59870,2004,849,2813,0]
2940;ctslice5223_2;[61501,879,1020,2136,0]
2941;ctslice7325_1;[61031,1972,495,2038,0]
2942;ctslice7778_1;[65536,0,0,0,0]
2943;ctslice169_2;[54619,2874,4629,2377,1037]
2944;ctslice2911_1;[65536,0,0,0,0]
2945;ctslice8264_1;[57684,1228,3550,927,2147]
2946;ctslice920_2;[54555,3255,4975,2393,358]
2947;ctslice2856_2;[63674,204,1575,0,83]
2948;ctslice2146_3;[65536,0,0,0,0]
2949;ctslice3049_2;[56130,1488,3402,2107,2409]
2950;ctslice2797_1;[60560,543,2806,1627,0]
2951;ctslice3143_2;[65536,0,0,0,0]
2952;ctslice6119_1;[53453,3976,5772,2335,0]
2953;ctslice531_1;[62759,0,2129,0,648]
2954;ctslice1562_2;[65536,0,0,0,0]
2955;ctslice2570_3;[62176,2893,31,436,0]
2956;ctslice2586_3;[59426,1574,3398,1138,0]
2957;ctslice3243_1;[58671,3355,364,3146,0]
2958;ctslice7690_3;[65536,0,0,0,0]
2959;ctslice1503_3;[65107,0,140,0,289]
2960;ctslice1474_2;[59990,198,1578,1319,2451]
2961;ctslice2757_2;[55298,2159,3182,3289,1608]
2962;ctslice3066_3;[56840,2350,5212,1134,0]
2963;ctslice6098_3;[61330,989,2439,734,44]
2964;ctslice3050_2;[62940,951,655,990,0]
2965;ctslice2689_3;[65536,0,0,0,0]
2966;ctslice5433_2;[65536,0,0,0,0]
2967;ctslice7999_3;[65536,0,0,0,0]
2968;ctslice1270_3;[63718,0,967,851,0]
2969;ctslice7806_1;[62014,16,3461,45,0]
2970;ctslice8043_2;[65536,0,0,0,0]
2971;ctslice5583_1;[65536,0,0,0,0]
2972;ctslice4809_1;[61312,10,776,0,3438]
2973;ctslice6276_3;[65014,522,0,0,0]
2974;ctslice7825_1;[65536,0,0,0,0]
2975;ctslice5771_3;[65536,0,0,0,0]
2976;ctslice5167_3;[61916,1907,543,1170,0]
2977;ctslice5992_1;[58271,1596,911,2441,2317]
2978;ctslice7626_1;[65176,0,360,0,0]
2979;ctslice7757_2;[65536,0,0,0,0]
2980;ctslice5889_3;[65536,0,0,0,0]
2981;ctslice6143_2;[53324,3201,2386,2579,4046]
2982;ctslice7367_1;[65536,0,0,0,0]
2983;ctslice1427_2;[65536,0,0,0,0]
2984;ctslice3328_1;[65536,0,0,0,0]
2985;ctslice1885_2;[65536,0,0,0,0]
2986;ctslice1343_3;[58737,2100,591,2532,1576]
2987;ctslice3128_3;[63237,2,329,0,1968]
2988;ctslice6219_1;[57474,2227,2791,3044,0]
2989;ctslice7001_1;[63841,829,552,207,107]
2990;ctslice6414_3;[65536,0,0,0,0]
2991;ctslice6721_2;[65536,0,0,0,0]
2992;ctslice4689_2;[65104,0,0,0,432]
2993;ctslice419_3;[65536,0,0,0,0]
2994;ctslice1432_2;[65536,0,0,0,0]
2995;ctslice5083_2;[62758,544,2234,0,0]
2996;ctslice418_3;[65536,0,0,0,0]
2997;ctslice5587_2;[55709,1410,3322,2192,2903]
2998;ctslice2421_3;[65536,0,0,0,0]
2999;ctslice5434_1;[53196,3732,2627,4065,1916]
3000;ctslice5645_3;[65536,0,0,0,0]
3001;ctslice7895_2;[65535,1,0,0,0]
3002;ctslice4750_2;[65266,0,270,0,0]
3003;ctslice6808_2;[63318,108,2107,3,0]
3004;ctslice8006_2;[59258,369,4359,1550,0]
3005;ctslice677_3;[64424,0,1112,0,0]
3006;ctslice7556_3;[64713,0,265,0,558]
3007;ctslice299_2;[56431,2565,3530,3010,0]
3008;ctslice5567_2;[64076,0,25,0,1435]
3009;ctslice7945_1;[49041,4677,2340,5555,3923]
3010;ctslice6918_1;[65533,3,0,0,0]
3011;ctslice4360_1;[60969,1661,2040,866,0]
3012;ctslice4839_3;[65536,0,0,0,0]
3013;ctslice4113_1;[65507,0,29,0,0]
3014;ctslice977_3;[61827,595,1473,1641,0]
3015;ctslice2404_1;[65536,0,0,0,0]
3016;ctslice5034_1;[65536,0,0,0,0]
3017;ctslice4675_3;[51164,3932,4587,3233,2620]
3018;ctslice7422_2;[65536,0,0,0,0]
3019;ctslice4520_3;[65536,0,0,0,0]
3020;ctslice8067_1;[61312,1687,1466,988,83]
3021;ctslice2291_3;[59396,1195,3001,1944,0]
3022;ctslice4283_2;[62958,720,138,1720,0]
3023;ctslice5806_1;[65536,0,0,0,0]
3024;ctslice2922_3;[65536,0,0,0,0]
3025;ctslice3977_2;[65536,0,0,0,0]
3026;ctslice6663_2;[53140,4404,3376,3353,1263]
3027;ctslice7242_2;[65365,0,66,0,105]
3028;ctslice779_2;[63229,0,2307,0,0]
3029;ctslice7434_1;[65536,0,0,0,0]
3030;ctslice6046_1;[59183,2050,1727,2576,0]
3031;ctslice5014_1;[65536,0,0,0,0]
3032;ctslice1730_3;[65521,0,15,0,0]
3033;ctslice3094_1;[65536,0,0,0,0]
3034;ctslice2670_1;[61911,53,1891,358,1323]
3035;ctslice5511_2;[65536,0,0,0,0]
3036;ctslice4044_1;[65536,0,0,0,0]
3037;ctslice8321_1;[65536,0,0,0,0]
