val_ids;val_gt_size;dumbpredwtags;dumbprednotags;dumbpredselect
Subj_12_151.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_152.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_153.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_12_154.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_12_155.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_12_156.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_157.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_158.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_12_159.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_12_16.png;[65530,6];[64957, 579];[64957,579];[0,0]
Subj_12_160.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_161.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_12_162.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_163.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_12_164.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_165.png;[65501,35];[64957, 579];[64957,579];[0,0]
Subj_12_166.png;[65437,99];[64957, 579];[64957,579];[64957,579]
Subj_12_167.png;[65258,278];[64957, 579];[64957,579];[64957,579]
Subj_12_168.png;[65133,403];[64957, 579];[64957,579];[64957,579]
Subj_12_169.png;[65045,491];[64957, 579];[64957,579];[64957,579]
Subj_12_17.png;[65520,16];[64957, 579];[64957,579];[0,0]
Subj_12_170.png;[65034,502];[64957, 579];[64957,579];[64957,579]
Subj_12_171.png;[65064,472];[64957, 579];[64957,579];[64957,579]
Subj_12_172.png;[65118,418];[64957, 579];[64957,579];[64957,579]
Subj_12_173.png;[65233,303];[64957, 579];[64957,579];[64957,579]
Subj_12_174.png;[65389,147];[64957, 579];[64957,579];[0,0]
Subj_12_175.png;[65509,27];[64957, 579];[64957,579];[0,0]
Subj_12_176.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_12_177.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_178.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_179.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_18.png;[65502,34];[64957, 579];[64957,579];[0,0]
Subj_12_180.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_181.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_182.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_183.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_184.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_185.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_12_186.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_187.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_188.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_189.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_19.png;[65472,64];[64957, 579];[64957,579];[0,0]
Subj_12_190.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_191.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_192.png;[65526,10];[64957, 579];[64957,579];[65536,0]
Subj_12_193.png;[65274,262];[64957, 579];[64957,579];[0,0]
Subj_12_194.png;[65079,457];[64957, 579];[64957,579];[64957,579]
Subj_12_195.png;[65049,487];[64957, 579];[64957,579];[64957,579]
Subj_12_196.png;[65059,477];[64957, 579];[64957,579];[64957,579]
Subj_12_197.png;[65092,444];[64957, 579];[64957,579];[64957,579]
Subj_12_198.png;[65252,284];[64957, 579];[64957,579];[0,0]
Subj_12_199.png;[65477,59];[64957, 579];[64957,579];[65536,0]
Subj_12_2.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_20.png;[65435,101];[64957, 579];[64957,579];[0,0]
Subj_12_200.png;[65529,7];[64957, 579];[64957,579];[65536,0]
Subj_12_201.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_202.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_12_203.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_12_204.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_12_205.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_12_206.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_207.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_12_208.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_12_209.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_12_21.png;[65392,144];[64957, 579];[64957,579];[64957,579]
Subj_12_210.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_12_211.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_212.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_213.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_214.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_215.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_216.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_217.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_218.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_219.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_22.png;[65347,189];[64957, 579];[64957,579];[64957,579]
Subj_12_220.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_221.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_12_222.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_223.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_224.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_225.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_226.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_227.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_228.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_229.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_23.png;[65293,243];[64957, 579];[64957,579];[64957,579]
Subj_12_230.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_231.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_232.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_233.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_234.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_235.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_236.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_237.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_238.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_239.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_24.png;[65247,289];[64957, 579];[64957,579];[64957,579]
Subj_12_240.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_241.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_242.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_243.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_244.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_245.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_246.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_247.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_248.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_249.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_25.png;[65218,318];[64957, 579];[64957,579];[64957,579]
Subj_12_250.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_251.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_252.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_253.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_254.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_255.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_26.png;[65220,316];[64957, 579];[64957,579];[64957,579]
Subj_12_27.png;[65243,293];[64957, 579];[64957,579];[64957,579]
Subj_12_28.png;[65266,270];[64957, 579];[64957,579];[64957,579]
Subj_12_29.png;[65297,239];[64957, 579];[64957,579];[64957,579]
Subj_12_3.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_30.png;[65352,184];[64957, 579];[64957,579];[64957,579]
Subj_12_31.png;[65436,100];[64957, 579];[64957,579];[64957,579]
Subj_12_32.png;[65518,18];[64957, 579];[64957,579];[0,0]
Subj_12_33.png;[65535,1];[64957, 579];[64957,579];[64957,579]
Subj_12_34.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_12_35.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_36.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_37.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_38.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_39.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_4.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_40.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_41.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_12_42.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_43.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_44.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_45.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_46.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_47.png;[65508,28];[64957, 579];[64957,579];[64957,579]
Subj_12_48.png;[65417,119];[64957, 579];[64957,579];[64957,579]
Subj_12_49.png;[65262,274];[64957, 579];[64957,579];[64957,579]
Subj_12_5.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_50.png;[65119,417];[64957, 579];[64957,579];[64957,579]
Subj_12_51.png;[65028,508];[64957, 579];[64957,579];[64957,579]
Subj_12_52.png;[64974,562];[64957, 579];[64957,579];[64957,579]
Subj_12_53.png;[64938,598];[64957, 579];[64957,579];[64957,579]
Subj_12_54.png;[64913,623];[64957, 579];[64957,579];[64957,579]
Subj_12_55.png;[64897,639];[64957, 579];[64957,579];[64957,579]
Subj_12_56.png;[64890,646];[64957, 579];[64957,579];[64957,579]
Subj_12_57.png;[64897,639];[64957, 579];[64957,579];[64957,579]
Subj_12_58.png;[64945,591];[64957, 579];[64957,579];[64957,579]
Subj_12_59.png;[65164,372];[64957, 579];[64957,579];[64957,579]
Subj_12_6.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_60.png;[65335,201];[64957, 579];[64957,579];[64957,579]
Subj_12_61.png;[65485,51];[64957, 579];[64957,579];[64957,579]
Subj_12_62.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_12_63.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_12_64.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_65.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_66.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_67.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_68.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_69.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_7.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_70.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_71.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_72.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_73.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_74.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_75.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_76.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_77.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_78.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_79.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_12_8.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_80.png;[65532,4];[64957, 579];[64957,579];[64957,579]
Subj_12_81.png;[65282,254];[64957, 579];[64957,579];[0,0]
Subj_12_82.png;[65021,515];[64957, 579];[64957,579];[64957,579]
Subj_12_83.png;[64952,584];[64957, 579];[64957,579];[64957,579]
Subj_12_84.png;[64928,608];[64957, 579];[64957,579];[64957,579]
Subj_12_85.png;[64916,620];[64957, 579];[64957,579];[64957,579]
Subj_12_86.png;[64911,625];[64957, 579];[64957,579];[64957,579]
Subj_12_87.png;[64911,625];[64957, 579];[64957,579];[64957,579]
Subj_12_88.png;[64934,602];[64957, 579];[64957,579];[64957,579]
Subj_12_89.png;[64984,552];[64957, 579];[64957,579];[64957,579]
Subj_12_9.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_90.png;[65130,406];[64957, 579];[64957,579];[64957,579]
Subj_12_91.png;[65444,92];[64957, 579];[64957,579];[0,0]
Subj_12_92.png;[65535,1];[64957, 579];[64957,579];[0,0]
Subj_12_93.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_12_94.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_95.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_12_96.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_97.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_12_98.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_12_99.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_0.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_1.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_10.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_100.png;[64911,625];[64957, 579];[64957,579];[64957,579]
Subj_13_101.png;[64962,574];[64957, 579];[64957,579];[64957,579]
Subj_13_102.png;[65239,297];[64957, 579];[64957,579];[64957,579]
Subj_13_103.png;[65495,41];[64957, 579];[64957,579];[0,0]
Subj_13_104.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_105.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_106.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_107.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_108.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_109.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_11.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_110.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_111.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_112.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_113.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_13_114.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_13_115.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_13_116.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_13_117.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_13_118.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_119.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_13_12.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_120.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_13_121.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_122.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_123.png;[65532,4];[64957, 579];[64957,579];[64957,579]
Subj_13_124.png;[65216,320];[64957, 579];[64957,579];[64957,579]
Subj_13_125.png;[64993,543];[64957, 579];[64957,579];[64957,579]
Subj_13_126.png;[64931,605];[64957, 579];[64957,579];[64957,579]
Subj_13_127.png;[64925,611];[64957, 579];[64957,579];[64957,579]
Subj_13_128.png;[64927,609];[64957, 579];[64957,579];[64957,579]
Subj_13_129.png;[64932,604];[64957, 579];[64957,579];[64957,579]
Subj_13_13.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_130.png;[64953,583];[64957, 579];[64957,579];[64957,579]
Subj_13_131.png;[64994,542];[64957, 579];[64957,579];[64957,579]
Subj_13_132.png;[65057,479];[64957, 579];[64957,579];[64957,579]
Subj_13_133.png;[65279,257];[64957, 579];[64957,579];[64957,579]
Subj_13_134.png;[65530,6];[64957, 579];[64957,579];[0,0]
Subj_13_135.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_136.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_137.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_138.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_139.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_14.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_140.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_141.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_142.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_143.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_144.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_145.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_13_146.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_147.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_148.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_13_149.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_13_15.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_150.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_151.png;[65535,1];[64957, 579];[64957,579];[0,0]
Subj_13_152.png;[65476,60];[64957, 579];[64957,579];[0,0]
Subj_13_153.png;[65305,231];[64957, 579];[64957,579];[64957,579]
Subj_13_154.png;[65079,457];[64957, 579];[64957,579];[64957,579]
Subj_13_155.png;[64964,572];[64957, 579];[64957,579];[64957,579]
Subj_13_156.png;[64932,604];[64957, 579];[64957,579];[64957,579]
Subj_13_157.png;[64941,595];[64957, 579];[64957,579];[64957,579]
Subj_13_158.png;[64970,566];[64957, 579];[64957,579];[64957,579]
Subj_13_159.png;[65049,487];[64957, 579];[64957,579];[64957,579]
Subj_13_16.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_160.png;[65274,262];[64957, 579];[64957,579];[64957,579]
Subj_13_161.png;[65473,63];[64957, 579];[64957,579];[0,0]
Subj_13_162.png;[65528,8];[64957, 579];[64957,579];[65536,0]
Subj_13_163.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_164.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_165.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_166.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_167.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_168.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_169.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_17.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_170.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_171.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_172.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_173.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_174.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_175.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_176.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_177.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_178.png;[65535,1];[64957, 579];[64957,579];[0,0]
Subj_13_179.png;[65509,27];[64957, 579];[64957,579];[0,0]
Subj_13_18.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_180.png;[65401,135];[64957, 579];[64957,579];[0,0]
Subj_13_181.png;[65202,334];[64957, 579];[64957,579];[64957,579]
Subj_13_182.png;[65087,449];[64957, 579];[64957,579];[64957,579]
Subj_13_183.png;[65023,513];[64957, 579];[64957,579];[64957,579]
Subj_13_184.png;[65017,519];[64957, 579];[64957,579];[64957,579]
Subj_13_185.png;[65045,491];[64957, 579];[64957,579];[64957,579]
Subj_13_186.png;[65146,390];[64957, 579];[64957,579];[64957,579]
Subj_13_187.png;[65304,232];[64957, 579];[64957,579];[64957,579]
Subj_13_188.png;[65467,69];[64957, 579];[64957,579];[0,0]
Subj_13_189.png;[65530,6];[64957, 579];[64957,579];[0,0]
Subj_13_19.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_190.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_191.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_192.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_193.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_194.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_195.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_13_196.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_197.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_13_198.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_13_199.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_13_2.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_13_20.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_200.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_13_201.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_13_202.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_13_203.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_13_204.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_13_205.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_13_206.png;[65535,1];[64957, 579];[64957,579];[64957,579]
Subj_13_207.png;[65369,167];[64957, 579];[64957,579];[0,0]
Subj_13_208.png;[65074,462];[64957, 579];[64957,579];[64957,579]
Subj_13_209.png;[65042,494];[64957, 579];[64957,579];[64957,579]
Subj_13_21.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_210.png;[65046,490];[64957, 579];[64957,579];[64957,579]
Subj_13_211.png;[65066,470];[64957, 579];[64957,579];[0,0]
Subj_13_212.png;[65226,310];[64957, 579];[64957,579];[0,0]
Subj_13_213.png;[65486,50];[64957, 579];[64957,579];[0,0]
Subj_13_214.png;[65530,6];[64957, 579];[64957,579];[64957,579]
Subj_13_215.png;[65536,0];[65536, 0];[64957,579];[64957,579]
Subj_13_216.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_217.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_218.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_219.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_22.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_220.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_221.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_222.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_223.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_224.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_225.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_226.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_227.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_228.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_229.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_23.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_230.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_231.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_232.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_233.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_234.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_235.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_236.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_237.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_238.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_239.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_24.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_240.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_241.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_242.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_243.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_244.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_245.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_246.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_247.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_248.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_249.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_25.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_250.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_251.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_252.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_253.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_254.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_255.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_26.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_27.png;[65532,4];[64957, 579];[64957,579];[65536,0]
Subj_13_28.png;[65515,21];[64957, 579];[64957,579];[0,0]
Subj_13_29.png;[65493,43];[64957, 579];[64957,579];[0,0]
Subj_13_3.png;[65536,0];[65536, 0];[64957,579];[0,0]
Subj_13_30.png;[65460,76];[64957, 579];[64957,579];[0,0]
Subj_13_31.png;[65428,108];[64957, 579];[64957,579];[0,0]
Subj_13_32.png;[65387,149];[64957, 579];[64957,579];[0,0]
Subj_13_33.png;[65323,213];[64957, 579];[64957,579];[0,0]
Subj_13_34.png;[65274,262];[64957, 579];[64957,579];[64957,579]
Subj_13_35.png;[65229,307];[64957, 579];[64957,579];[64957,579]
Subj_13_36.png;[65202,334];[64957, 579];[64957,579];[64957,579]
Subj_13_37.png;[65198,338];[64957, 579];[64957,579];[64957,579]
Subj_13_38.png;[65234,302];[64957, 579];[64957,579];[64957,579]
Subj_13_39.png;[65258,278];[64957, 579];[64957,579];[64957,579]
Subj_13_4.png;[65536,0];[65536, 0];[64957,579];[65536,0]
Subj_13_40.png;[65298,238];[64957, 579];[64957,579];[64957,579]
Subj_13_41.png;[65353,183];[64957, 579];[64957,579];[64957,579]
