epoch;val_ids;proposal_size
2359;ctslice2054_1.nii;[65536,0,0,0,0]
2360;ctslice1964_1.nii;[63028,525,1300,683,0]
2361;ctslice4112_1.nii;[65536,0,0,0,0]
2362;ctslice2108_2.nii;[65296,85,155,0,0]
2363;ctslice4778_2.nii;[65536,0,0,0,0]
2364;ctslice1451_3.nii;[62830,473,1232,238,763]
2365;ctslice2334_2.nii;[60635,2952,0,1942,7]
2366;ctslice5488_2.nii;[64634,829,0,0,73]
2367;ctslice2655_2.nii;[65536,0,0,0,0]
2368;ctslice6662_2.nii;[64674,0,862,0,0]
2369;ctslice5037_1.nii;[65476,58,0,2,0]
2370;ctslice4031_3.nii;[65478,0,58,0,0]
2371;ctslice6778_3.nii;[65536,0,0,0,0]
2372;ctslice7444_1.nii;[58123,531,1109,2309,3464]
2373;ctslice3691_2.nii;[65536,0,0,0,0]
2374;ctslice7366_3.nii;[62211,1172,1213,940,0]
2375;ctslice6420_3.nii;[65536,0,0,0,0]
2376;ctslice7427_1.nii;[60243,0,4359,934,0]
2377;ctslice4610_1.nii;[61546,1172,1552,1266,0]
2378;ctslice6413_2.nii;[58897,3639,36,2924,40]
2379;ctslice6369_3.nii;[65536,0,0,0,0]
2380;ctslice2201_2.nii;[63095,2361,80,0,0]
2381;ctslice4878_2.nii;[60871,1438,1429,366,1432]
2382;ctslice4218_1.nii;[61721,1718,42,2055,0]
2383;ctslice1456_2.nii;[56296,176,4151,1539,3374]
2384;ctslice7737_2.nii;[62400,0,3136,0,0]
2385;ctslice7242_2.nii;[65232,0,0,0,304]
2386;ctslice4891_3.nii;[61176,819,1997,1544,0]
2387;ctslice6374_2.nii;[62068,79,2601,788,0]
2388;ctslice235_2.nii;[60473,1282,175,3606,0]
2389;ctslice681_3.nii;[58228,2865,1046,3397,0]
2390;ctslice5017_2.nii;[65525,11,0,0,0]
2391;ctslice4952_2.nii;[63161,191,2184,0,0]
2392;ctslice1435_1.nii;[65536,0,0,0,0]
2393;ctslice225_3.nii;[64435,645,456,0,0]
2394;ctslice6908_1.nii;[65536,0,0,0,0]
2395;ctslice4621_3.nii;[62384,0,3152,0,0]
2396;ctslice4558_3.nii;[65536,0,0,0,0]
2397;ctslice8359_1.nii;[62655,0,2735,25,121]
2398;ctslice7777_2.nii;[65485,51,0,0,0]
2399;ctslice7188_2.nii;[59625,34,5877,0,0]
2400;ctslice360_3.nii;[54787,3373,4729,1881,766]
2401;ctslice7396_3.nii;[61800,0,3721,15,0]
2402;ctslice3729_2.nii;[63943,1015,0,0,578]
2403;ctslice592_1.nii;[65536,0,0,0,0]
2404;ctslice6552_1.nii;[63950,645,2,1,938]
2405;ctslice2859_3.nii;[65536,0,0,0,0]
2406;ctslice4795_1.nii;[64764,164,326,2,280]
2407;ctslice3581_1.nii;[65536,0,0,0,0]
2408;ctslice1532_2.nii;[65536,0,0,0,0]
2409;ctslice7676_1.nii;[65536,0,0,0,0]
2410;ctslice2612_2.nii;[61614,566,40,732,2584]
2411;ctslice555_3.nii;[65483,0,53,0,0]
2412;ctslice2162_2.nii;[65536,0,0,0,0]
2413;ctslice4170_3.nii;[65536,0,0,0,0]
2414;ctslice3232_3.nii;[62806,0,2730,0,0]
2415;ctslice3859_2.nii;[65461,0,0,0,75]
2416;ctslice1666_2.nii;[65536,0,0,0,0]
2417;ctslice204_2.nii;[62999,0,2285,252,0]
2418;ctslice5119_1.nii;[63729,1807,0,0,0]
2419;ctslice7827_3.nii;[65536,0,0,0,0]
2420;ctslice6945_3.nii;[65441,0,95,0,0]
2421;ctslice7326_2.nii;[63757,6,1773,0,0]
2422;ctslice2009_1.nii;[65536,0,0,0,0]
2423;ctslice5884_1.nii;[62555,0,2760,221,0]
2424;ctslice7124_1.nii;[65523,10,0,3,0]
2425;ctslice1245_1.nii;[65536,0,0,0,0]
2426;ctslice413_1.nii;[65536,0,0,0,0]
2427;ctslice5199_3.nii;[65536,0,0,0,0]
2428;ctslice6045_2.nii;[65536,0,0,0,0]
2429;ctslice1117_3.nii;[65177,0,359,0,0]
2430;ctslice1675_1.nii;[63402,1377,757,0,0]
2431;ctslice6061_3.nii;[64980,0,556,0,0]
2432;ctslice4704_3.nii;[65231,0,0,305,0]
2433;ctslice7197_1.nii;[64278,0,1159,99,0]
2434;ctslice5719_2.nii;[65536,0,0,0,0]
2435;ctslice4740_3.nii;[65536,0,0,0,0]
2436;ctslice1911_3.nii;[49152,4718,79,7536,4051]
2437;ctslice5602_1.nii;[65536,0,0,0,0]
2438;ctslice7879_3.nii;[64963,0,0,0,573]
2439;ctslice8162_1.nii;[64609,0,927,0,0]
2440;ctslice3873_3.nii;[65536,0,0,0,0]
2441;ctslice4754_3.nii;[65428,93,15,0,0]
2442;ctslice3109_3.nii;[64052,0,1484,0,0]
2443;ctslice2503_3.nii;[65072,0,464,0,0]
2444;ctslice8260_3.nii;[65536,0,0,0,0]
2445;ctslice6318_2.nii;[62681,1567,0,1288,0]
2446;ctslice5534_2.nii;[65526,4,6,0,0]
2447;ctslice7580_1.nii;[55498,4097,676,2997,2268]
2448;ctslice1057_1.nii;[65536,0,0,0,0]
2449;ctslice2657_3.nii;[64624,843,0,69,0]
2450;ctslice6207_3.nii;[65536,0,0,0,0]
2451;ctslice3534_1.nii;[65536,0,0,0,0]
2452;ctslice2644_3.nii;[48533,5227,1295,7252,3229]
2453;ctslice1785_1.nii;[64240,1296,0,0,0]
2454;ctslice6564_3.nii;[65536,0,0,0,0]
2455;ctslice3947_1.nii;[65094,0,0,0,442]
2456;ctslice4927_3.nii;[59801,702,3796,1237,0]
2457;ctslice5424_2.nii;[62576,229,1185,0,1546]
2458;ctslice28_3.nii;[57331,1939,121,4098,2047]
2459;ctslice531_1.nii;[63389,0,2027,0,120]
2460;ctslice5673_2.nii;[62384,56,2583,513,0]
2461;ctslice4096_1.nii;[58730,612,4120,2074,0]
2462;ctslice7767_2.nii;[65536,0,0,0,0]
2463;ctslice2056_3.nii;[65536,0,0,0,0]
2464;ctslice7894_3.nii;[61965,233,2474,0,864]
2465;ctslice1012_1.nii;[65536,0,0,0,0]
2466;ctslice4469_3.nii;[65012,507,0,17,0]
2467;ctslice5892_3.nii;[64928,0,165,443,0]
2468;ctslice1733_3.nii;[65299,0,237,0,0]
2469;ctslice625_1.nii;[57599,1499,1951,2270,2217]
2470;ctslice1693_2.nii;[62472,0,3064,0,0]
2471;ctslice6913_1.nii;[65536,0,0,0,0]
2472;ctslice5436_2.nii;[65536,0,0,0,0]
2473;ctslice6093_3.nii;[62865,715,1809,98,49]
2474;ctslice3764_1.nii;[59515,310,5711,0,0]
2475;ctslice3975_3.nii;[61924,1586,365,1661,0]
2476;ctslice4603_2.nii;[65226,0,0,0,310]
2477;ctslice3490_1.nii;[65536,0,0,0,0]
2478;ctslice3138_3.nii;[65536,0,0,0,0]
2479;ctslice4480_2.nii;[65208,0,328,0,0]
2480;ctslice872_2.nii;[64361,0,0,0,1175]
2481;ctslice7081_2.nii;[65536,0,0,0,0]
2482;ctslice2612_3.nii;[60880,494,496,978,2688]
2483;ctslice3400_3.nii;[61452,28,3435,621,0]
2484;ctslice5388_3.nii;[62882,1207,532,915,0]
2485;ctslice7850_3.nii;[64131,167,909,329,0]
2486;ctslice6777_2.nii;[65536,0,0,0,0]
2487;ctslice7931_1.nii;[61698,0,3838,0,0]
2488;ctslice5494_3.nii;[64203,279,688,0,366]
2489;ctslice4478_1.nii;[65214,322,0,0,0]
2490;ctslice2937_2.nii;[65536,0,0,0,0]
2491;ctslice384_2.nii;[65536,0,0,0,0]
2492;ctslice2966_3.nii;[65536,0,0,0,0]
2493;ctslice4706_2.nii;[65253,0,0,0,283]
2494;ctslice3357_2.nii;[65536,0,0,0,0]
2495;ctslice7366_2.nii;[62189,1620,700,1027,0]
2496;ctslice1461_2.nii;[65536,0,0,0,0]
2497;ctslice8101_1.nii;[62785,19,0,0,2732]
2498;ctslice2392_3.nii;[58744,3573,183,2786,250]
2499;ctslice2967_2.nii;[65440,74,0,22,0]
2500;ctslice3350_3.nii;[65536,0,0,0,0]
2501;ctslice6110_2.nii;[65536,0,0,0,0]
2502;ctslice2573_3.nii;[65240,0,0,0,296]
2503;ctslice5587_3.nii;[64195,0,495,22,824]
2504;ctslice8031_2.nii;[63478,0,172,0,1886]
2505;ctslice3349_2.nii;[65496,0,0,0,40]
2506;ctslice990_3.nii;[60321,2366,2192,657,0]
2507;ctslice8373_1.nii;[57001,3218,1691,1058,2568]
2508;ctslice4050_1.nii;[60963,1500,17,2994,62]
2509;ctslice1939_1.nii;[65536,0,0,0,0]
2510;ctslice5636_2.nii;[65522,0,14,0,0]
2511;ctslice1281_1.nii;[65205,331,0,0,0]
2512;ctslice8286_2.nii;[58400,1937,562,1928,2709]
2513;ctslice4186_2.nii;[63945,0,258,0,1333]
2514;ctslice1498_3.nii;[63928,61,171,112,1264]
2515;ctslice5787_2.nii;[65536,0,0,0,0]
2516;ctslice2581_2.nii;[63809,92,1635,0,0]
2517;ctslice3179_3.nii;[65536,0,0,0,0]
2518;ctslice1257_3.nii;[63895,226,1415,0,0]
2519;ctslice6458_3.nii;[65536,0,0,0,0]
2520;ctslice1726_2.nii;[60046,1212,3266,719,293]
2521;ctslice1962_1.nii;[64526,361,649,0,0]
2522;ctslice7491_1.nii;[65060,0,476,0,0]
2523;ctslice1641_1.nii;[60083,812,3012,1629,0]
2524;ctslice3718_1.nii;[65536,0,0,0,0]
2525;ctslice2194_3.nii;[65513,0,0,0,23]
2526;ctslice1397_1.nii;[62442,2719,227,148,0]
2527;ctslice2761_2.nii;[65532,0,4,0,0]
2528;ctslice5188_2.nii;[63423,0,2109,4,0]
2529;ctslice527_3.nii;[65536,0,0,0,0]
2530;ctslice7617_2.nii;[65536,0,0,0,0]
2531;ctslice5056_3.nii;[65536,0,0,0,0]
2532;ctslice3686_3.nii;[55275,2839,5001,2421,0]
2533;ctslice3212_1.nii;[58796,1261,4997,49,433]
2534;ctslice7473_2.nii;[65536,0,0,0,0]
2535;ctslice4897_1.nii;[64772,0,764,0,0]
2536;ctslice3419_2.nii;[65536,0,0,0,0]
2537;ctslice2542_1.nii;[65536,0,0,0,0]
2538;ctslice6820_3.nii;[65084,0,0,0,452]
2539;ctslice3700_2.nii;[64062,1474,0,0,0]
2540;ctslice3328_3.nii;[65536,0,0,0,0]
2541;ctslice1308_1.nii;[65536,0,0,0,0]
2542;ctslice8072_1.nii;[64310,0,0,0,1226]
2543;ctslice3987_1.nii;[58853,1398,2583,2702,0]
2544;ctslice1243_2.nii;[65210,298,28,0,0]
2545;ctslice5820_1.nii;[63902,1130,0,0,504]
2546;ctslice3364_3.nii;[65524,12,0,0,0]
2547;ctslice7437_3.nii;[63003,587,1463,420,63]
2548;ctslice193_1.nii;[62474,0,3062,0,0]
2549;ctslice7070_1.nii;[56972,1900,3610,1908,1146]
2550;ctslice6757_3.nii;[65411,29,2,94,0]
2551;ctslice3748_3.nii;[62987,2394,0,155,0]
2552;ctslice757_3.nii;[61453,232,2838,0,1013]
2553;ctslice5829_1.nii;[63735,93,1425,283,0]
2554;ctslice2352_2.nii;[65307,229,0,0,0]
2555;ctslice2950_3.nii;[65536,0,0,0,0]
2556;ctslice365_2.nii;[64978,117,0,441,0]
2557;ctslice6870_3.nii;[65511,9,16,0,0]
2558;ctslice4722_1.nii;[57748,3268,537,3021,962]
2559;ctslice3761_2.nii;[65193,310,0,0,33]
2560;ctslice2275_3.nii;[55885,2893,502,2977,3279]
2561;ctslice6185_1.nii;[60912,0,4611,13,0]
2562;ctslice1484_1.nii;[62772,4,626,1444,690]
2563;ctslice3170_1.nii;[65450,0,86,0,0]
2564;ctslice7623_3.nii;[63936,0,1478,122,0]
2565;ctslice595_2.nii;[54290,2877,23,4298,4048]
2566;ctslice2415_2.nii;[65536,0,0,0,0]
2567;ctslice1404_3.nii;[62529,1775,206,1026,0]
2568;ctslice4085_3.nii;[65413,42,66,2,13]
2569;ctslice3043_2.nii;[60656,1922,0,2958,0]
2570;ctslice1118_1.nii;[57487,2178,0,2332,3539]
2571;ctslice1198_1.nii;[64100,802,205,428,1]
2572;ctslice5338_2.nii;[59154,2896,0,3486,0]
2573;ctslice1581_2.nii;[53186,3353,48,6581,2368]
2574;ctslice1573_1.nii;[51306,5110,7388,1732,0]
2575;ctslice340_1.nii;[65536,0,0,0,0]
2576;ctslice5910_1.nii;[63940,0,1596,0,0]
2577;ctslice5028_2.nii;[61114,0,4422,0,0]
2578;ctslice4638_3.nii;[58382,4070,0,3084,0]
2579;ctslice2997_1.nii;[65536,0,0,0,0]
2580;ctslice5120_1.nii;[65536,0,0,0,0]
2581;ctslice1950_3.nii;[59471,18,5592,147,308]
2582;ctslice7545_3.nii;[55714,4237,1925,3660,0]
2583;ctslice2123_2.nii;[61942,3594,0,0,0]
2584;ctslice5273_3.nii;[55133,2658,4049,3696,0]
2585;ctslice6540_3.nii;[65536,0,0,0,0]
2586;ctslice1774_2.nii;[65536,0,0,0,0]
2587;ctslice5305_2.nii;[65536,0,0,0,0]
2588;ctslice7205_1.nii;[60326,906,3788,39,477]
2589;ctslice7576_1.nii;[59722,0,4058,28,1728]
2590;ctslice2221_1.nii;[60790,820,479,3044,403]
2591;ctslice6814_2.nii;[65527,9,0,0,0]
2592;ctslice2579_2.nii;[58156,3394,350,3550,86]
2593;ctslice4903_2.nii;[62411,0,0,0,3125]
2594;ctslice4469_1.nii;[64770,765,0,1,0]
2595;ctslice2786_1.nii;[61776,0,3760,0,0]
2596;ctslice7444_3.nii;[58060,1218,558,2328,3372]
2597;ctslice4638_1.nii;[57780,4703,0,3053,0]
2598;ctslice2792_3.nii;[65333,203,0,0,0]
2599;ctslice470_3.nii;[57903,1700,5368,555,10]
2600;ctslice7287_2.nii;[65461,40,5,30,0]
2601;ctslice856_1.nii;[65514,0,22,0,0]
2602;ctslice123_3.nii;[56907,702,5314,2613,0]
2603;ctslice131_2.nii;[57484,1588,3911,2553,0]
2604;ctslice8098_3.nii;[59541,1355,1538,2102,1000]
2605;ctslice6044_2.nii;[65536,0,0,0,0]
2606;ctslice4015_1.nii;[63987,0,1367,0,182]
2607;ctslice1513_2.nii;[65536,0,0,0,0]
2608;ctslice3133_1.nii;[64231,306,50,949,0]
2609;ctslice6264_3.nii;[62786,1058,177,1191,324]
2610;ctslice519_2.nii;[61162,649,244,3047,434]
2611;ctslice3044_1.nii;[56732,3227,505,2668,2404]
2612;ctslice5086_2.nii;[65536,0,0,0,0]
2613;ctslice7018_1.nii;[65126,0,410,0,0]
2614;ctslice642_1.nii;[65536,0,0,0,0]
2615;ctslice4415_3.nii;[59327,531,5678,0,0]
2616;ctslice7830_2.nii;[64315,0,1221,0,0]
2617;ctslice7375_1.nii;[65536,0,0,0,0]
2618;ctslice2373_2.nii;[58924,1868,3574,1170,0]
2619;ctslice3281_2.nii;[64109,623,804,0,0]
2620;ctslice33_2.nii;[65536,0,0,0,0]
2621;ctslice5863_1.nii;[59073,969,27,3162,2305]
2622;ctslice2303_3.nii;[56324,1768,3577,3867,0]
2623;ctslice7996_2.nii;[65419,0,117,0,0]
2624;ctslice5472_3.nii;[60941,1561,0,3034,0]
2625;ctslice3769_2.nii;[65536,0,0,0,0]
2626;ctslice524_2.nii;[65536,0,0,0,0]
2627;ctslice1948_2.nii;[65536,0,0,0,0]
2628;ctslice78_1.nii;[61605,2361,9,1175,386]
2629;ctslice3681_1.nii;[62423,5,2133,176,799]
2630;ctslice1548_3.nii;[57347,3326,116,3243,1504]
2631;ctslice5133_2.nii;[65536,0,0,0,0]
2632;ctslice4777_1.nii;[64073,0,0,28,1435]
2633;ctslice7857_1.nii;[64936,0,16,0,584]
2634;ctslice7060_3.nii;[58159,576,4537,2264,0]
2635;ctslice6355_1.nii;[58850,1372,1469,3827,18]
2636;ctslice3553_3.nii;[65536,0,0,0,0]
2637;ctslice4327_2.nii;[65536,0,0,0,0]
2638;ctslice376_3.nii;[64431,3,1102,0,0]
2639;ctslice3756_2.nii;[55285,2882,6272,682,415]
2640;ctslice6118_3.nii;[65020,20,463,33,0]
2641;ctslice3271_1.nii;[65417,0,119,0,0]
2642;ctslice8047_2.nii;[65371,0,165,0,0]
2643;ctslice3813_2.nii;[65536,0,0,0,0]
2644;ctslice6910_3.nii;[59862,2749,339,2311,275]
2645;ctslice6237_3.nii;[65453,0,83,0,0]
2646;ctslice8036_2.nii;[65536,0,0,0,0]
2647;ctslice4186_3.nii;[64237,0,6,0,1293]
2648;ctslice507_2.nii;[64470,0,0,0,1066]
2649;ctslice6232_1.nii;[65536,0,0,0,0]
2650;ctslice7014_1.nii;[65536,0,0,0,0]
2651;ctslice7797_1.nii;[65220,0,0,0,316]
2652;ctslice2570_3.nii;[64579,957,0,0,0]
2653;ctslice1216_1.nii;[59009,895,5337,203,92]
2654;ctslice2038_3.nii;[65536,0,0,0,0]
2655;ctslice3347_2.nii;[62102,1857,0,1577,0]
2656;ctslice3739_2.nii;[65536,0,0,0,0]
2657;ctslice853_3.nii;[65536,0,0,0,0]
2658;ctslice389_1.nii;[59371,1255,4804,106,0]
2659;ctslice8107_1.nii;[62385,0,2238,0,913]
2660;ctslice6611_1.nii;[56031,3436,6049,20,0]
2661;ctslice7531_2.nii;[65536,0,0,0,0]
2662;ctslice1436_1.nii;[65536,0,0,0,0]
2663;ctslice311_2.nii;[65536,0,0,0,0]
2664;ctslice724_2.nii;[65493,0,43,0,0]
2665;ctslice1041_3.nii;[62441,64,1051,252,1728]
2666;ctslice4167_2.nii;[62152,249,2144,8,983]
2667;ctslice3549_3.nii;[50349,4732,948,6648,2859]
2668;ctslice2705_3.nii;[63748,0,0,0,1788]
2669;ctslice1042_2.nii;[62596,363,2577,0,0]
2670;ctslice743_2.nii;[65092,0,88,1,355]
2671;ctslice5314_2.nii;[56821,3365,4121,1204,25]
2672;ctslice5053_2.nii;[62462,93,2639,0,342]
2673;ctslice1063_1.nii;[62733,0,0,0,2803]
2674;ctslice8169_1.nii;[65536,0,0,0,0]
2675;ctslice4150_1.nii;[55972,2840,5356,1368,0]
2676;ctslice4959_1.nii;[58886,607,4902,1141,0]
2677;ctslice523_3.nii;[62729,0,1733,664,410]
2678;ctslice6915_3.nii;[65536,0,0,0,0]
2679;ctslice5221_3.nii;[65536,0,0,0,0]
2680;ctslice4905_1.nii;[65536,0,0,0,0]
2681;ctslice8103_3.nii;[63812,0,1724,0,0]
2682;ctslice748_1.nii;[65536,0,0,0,0]
2683;ctslice7221_3.nii;[62561,0,32,0,2943]
2684;ctslice3111_3.nii;[65434,102,0,0,0]
2685;ctslice1438_2.nii;[65536,0,0,0,0]
2686;ctslice1940_1.nii;[63670,0,1866,0,0]
2687;ctslice7041_1.nii;[63384,899,0,1253,0]
2688;ctslice3841_2.nii;[54986,3016,492,3637,3405]
2689;ctslice2777_3.nii;[65536,0,0,0,0]
2690;ctslice5261_2.nii;[61700,1349,281,2206,0]
2691;ctslice7410_2.nii;[65536,0,0,0,0]
2692;ctslice2049_3.nii;[62814,0,1843,0,879]
2693;ctslice1151_1.nii;[65529,0,0,7,0]
2694;ctslice7066_1.nii;[62876,53,2037,23,547]
2695;ctslice1897_1.nii;[64471,0,37,39,989]
2696;ctslice3410_2.nii;[65536,0,0,0,0]
2697;ctslice861_2.nii;[65536,0,0,0,0]
2698;ctslice1260_2.nii;[63036,815,523,1162,0]
2699;ctslice1304_2.nii;[65529,0,0,0,7]
2700;ctslice4636_2.nii;[60919,2025,0,2592,0]
2701;ctslice6821_2.nii;[64799,0,737,0,0]
2702;ctslice4422_2.nii;[65507,29,0,0,0]
2703;ctslice5904_3.nii;[60960,553,3863,160,0]
2704;ctslice6009_3.nii;[63317,392,1827,0,0]
2705;ctslice7555_1.nii;[65536,0,0,0,0]
2706;ctslice276_3.nii;[65094,0,269,17,156]
2707;ctslice6562_1.nii;[64501,56,0,979,0]
2708;ctslice3943_2.nii;[62658,44,2757,0,77]
2709;ctslice1868_1.nii;[65536,0,0,0,0]
2710;ctslice2448_2.nii;[65261,0,0,275,0]
2711;ctslice5144_2.nii;[65536,0,0,0,0]
2712;ctslice358_2.nii;[65398,137,1,0,0]
2713;ctslice2387_1.nii;[65517,0,19,0,0]
2714;ctslice4590_1.nii;[65536,0,0,0,0]
2715;ctslice3439_3.nii;[64034,114,1388,0,0]
2716;ctslice1871_3.nii;[65536,0,0,0,0]
2717;ctslice7599_1.nii;[56561,3324,5408,242,1]
2718;ctslice3407_2.nii;[65525,0,0,0,11]
2719;ctslice4538_1.nii;[60144,2544,52,2796,0]
2720;ctslice3704_2.nii;[65536,0,0,0,0]
2721;ctslice4075_3.nii;[56072,3656,18,5770,20]
2722;ctslice3420_2.nii;[65536,0,0,0,0]
2723;ctslice803_3.nii;[64063,134,596,743,0]
2724;ctslice6459_1.nii;[65536,0,0,0,0]
2725;ctslice6351_1.nii;[62912,3,65,46,2510]
2726;ctslice6809_1.nii;[64386,0,368,0,782]
2727;ctslice5109_2.nii;[65536,0,0,0,0]
2728;ctslice5820_3.nii;[64328,1208,0,0,0]
2729;ctslice188_1.nii;[58975,2964,2450,634,513]
2730;ctslice1780_3.nii;[59221,555,5760,0,0]
2731;ctslice4412_1.nii;[50309,4763,384,5949,4131]
2732;ctslice6280_2.nii;[65530,0,6,0,0]
2733;ctslice1553_3.nii;[62860,980,1696,0,0]
2734;ctslice5425_3.nii;[59142,2339,2310,1745,0]
2735;ctslice1617_3.nii;[64064,427,0,1045,0]
2736;ctslice6573_2.nii;[65536,0,0,0,0]
2737;ctslice7488_1.nii;[55086,3896,5599,955,0]
2738;ctslice7717_1.nii;[59985,2854,2,2695,0]
2739;ctslice1292_1.nii;[61265,0,3459,175,637]
2740;ctslice4882_3.nii;[65536,0,0,0,0]
2741;ctslice6103_1.nii;[65536,0,0,0,0]
2742;ctslice6542_3.nii;[65536,0,0,0,0]
2743;ctslice2785_1.nii;[65184,28,0,0,324]
2744;ctslice6040_2.nii;[65536,0,0,0,0]
2745;ctslice7_3.nii;[65536,0,0,0,0]
2746;ctslice4180_2.nii;[65508,0,0,28,0]
2747;ctslice7324_1.nii;[65536,0,0,0,0]
2748;ctslice7742_3.nii;[62055,619,1486,1376,0]
2749;ctslice4556_3.nii;[65536,0,0,0,0]
2750;ctslice4427_1.nii;[61098,0,4438,0,0]
2751;ctslice4475_1.nii;[63698,713,0,0,1125]
2752;ctslice1385_2.nii;[63601,0,0,0,1935]
2753;ctslice3956_2.nii;[65536,0,0,0,0]
2754;ctslice1375_3.nii;[65395,141,0,0,0]
2755;ctslice558_1.nii;[56941,4177,20,3800,598]
2756;ctslice7387_1.nii;[61779,0,3757,0,0]
2757;ctslice4063_3.nii;[65536,0,0,0,0]
2758;ctslice7119_1.nii;[59816,3068,0,2652,0]
2759;ctslice2105_2.nii;[63636,41,1804,55,0]
2760;ctslice7649_2.nii;[62024,161,3351,0,0]
2761;ctslice8330_3.nii;[65239,297,0,0,0]
2762;ctslice8275_3.nii;[61528,1629,1923,14,442]
2763;ctslice161_1.nii;[65530,0,6,0,0]
2764;ctslice3251_2.nii;[58783,1086,1927,2785,955]
2765;ctslice4267_1.nii;[65536,0,0,0,0]
2766;ctslice7027_2.nii;[65416,0,39,4,77]
2767;ctslice3026_2.nii;[63876,878,5,777,0]
2768;ctslice7988_3.nii;[65536,0,0,0,0]
2769;ctslice7765_2.nii;[65230,0,306,0,0]
2770;ctslice363_3.nii;[57696,1561,6277,2,0]
2771;ctslice3630_3.nii;[63207,0,2329,0,0]
2772;ctslice5217_3.nii;[61163,1,4372,0,0]
2773;ctslice3230_3.nii;[58992,2297,121,4126,0]
2774;ctslice6830_3.nii;[65536,0,0,0,0]
2775;ctslice585_3.nii;[65536,0,0,0,0]
2776;ctslice1337_1.nii;[62632,0,2904,0,0]
2777;ctslice7540_1.nii;[63325,0,2211,0,0]
2778;ctslice2537_3.nii;[65536,0,0,0,0]
2779;ctslice302_3.nii;[65355,0,0,0,181]
2780;ctslice4336_2.nii;[59327,1354,314,3024,1517]
2781;ctslice2900_1.nii;[57315,848,1936,4533,904]
2782;ctslice5442_2.nii;[65536,0,0,0,0]
2783;ctslice3999_2.nii;[62214,76,3154,92,0]
2784;ctslice7628_3.nii;[64965,10,27,534,0]
2785;ctslice5766_2.nii;[65536,0,0,0,0]
2786;ctslice7111_2.nii;[65536,0,0,0,0]
2787;ctslice2678_3.nii;[62282,0,3254,0,0]
2788;ctslice1800_3.nii;[62316,0,3220,0,0]
2789;ctslice1902_2.nii;[65536,0,0,0,0]
2790;ctslice4011_3.nii;[61206,3819,0,511,0]
2791;ctslice3018_2.nii;[56669,2033,13,4903,1918]
2792;ctslice5935_3.nii;[64718,750,42,26,0]
2793;ctslice792_3.nii;[65449,0,0,87,0]
2794;ctslice1650_3.nii;[55994,3089,3981,2472,0]
2795;ctslice1644_2.nii;[65536,0,0,0,0]
2796;ctslice1909_1.nii;[65536,0,0,0,0]
2797;ctslice6547_1.nii;[64838,633,65,0,0]
2798;ctslice6509_3.nii;[65156,380,0,0,0]
2799;ctslice2591_3.nii;[65536,0,0,0,0]
2800;ctslice6141_1.nii;[65048,0,32,456,0]
2801;ctslice526_1.nii;[65536,0,0,0,0]
2802;ctslice5590_3.nii;[65536,0,0,0,0]
2803;ctslice5716_1.nii;[65285,2,249,0,0]
2804;ctslice8389_2.nii;[65536,0,0,0,0]
2805;ctslice4179_2.nii;[61707,1114,2301,171,243]
2806;ctslice2765_3.nii;[65434,102,0,0,0]
2807;ctslice2371_2.nii;[64904,330,0,21,281]
2808;ctslice7810_3.nii;[65536,0,0,0,0]
2809;ctslice3787_1.nii;[65498,0,38,0,0]
2810;ctslice7182_2.nii;[65536,0,0,0,0]
2811;ctslice2672_3.nii;[65177,0,359,0,0]
2812;ctslice5778_2.nii;[65352,0,0,0,184]
2813;ctslice1365_1.nii;[63182,0,900,106,1348]
2814;ctslice7979_3.nii;[65536,0,0,0,0]
2815;ctslice6167_1.nii;[60871,43,3731,891,0]
2816;ctslice4619_3.nii;[60608,2159,0,1589,1180]
2817;ctslice5576_1.nii;[63866,0,0,0,1670]
2818;ctslice6640_3.nii;[65536,0,0,0,0]
2819;ctslice4663_3.nii;[61181,183,4172,0,0]
2820;ctslice4292_1.nii;[64935,0,0,0,601]
2821;ctslice7438_1.nii;[65225,0,0,0,311]
2822;ctslice5079_2.nii;[65313,0,223,0,0]
2823;ctslice5049_3.nii;[65536,0,0,0,0]
2824;ctslice5391_3.nii;[62550,1693,76,1036,181]
2825;ctslice4515_2.nii;[64331,177,948,80,0]
2826;ctslice5021_2.nii;[61711,0,3714,111,0]
2827;ctslice7979_2.nii;[65536,0,0,0,0]
2828;ctslice5562_3.nii;[59628,0,5908,0,0]
2829;ctslice3530_1.nii;[65536,0,0,0,0]
2830;ctslice1388_3.nii;[65536,0,0,0,0]
2831;ctslice978_3.nii;[65536,0,0,0,0]
2832;ctslice3026_3.nii;[63080,978,217,1261,0]
2833;ctslice3024_3.nii;[62117,1447,0,1083,889]
2834;ctslice7495_3.nii;[65536,0,0,0,0]
2835;ctslice1857_2.nii;[62964,0,136,9,2427]
2836;ctslice7514_1.nii;[56645,2267,4846,1417,361]
2837;ctslice6707_2.nii;[59735,1679,0,2146,1976]
2838;ctslice5453_1.nii;[63557,0,1979,0,0]
2839;ctslice3012_2.nii;[61688,1,2543,0,1304]
2840;ctslice3724_3.nii;[65212,0,324,0,0]
2841;ctslice7154_1.nii;[59893,1949,2181,1010,503]
2842;ctslice3636_3.nii;[65536,0,0,0,0]
2843;ctslice2835_2.nii;[64795,316,58,367,0]
2844;ctslice136_3.nii;[65536,0,0,0,0]
2845;ctslice7622_3.nii;[61158,0,4378,0,0]
